,,,,,,,Detailed Daily MTM - Extract,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade date,19 Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement,24 Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,
Bond Code,ISIN Code,Maturity ,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
CLN317,ZAG000103805,20-Mar-23,10.437,JIBAR,312,0.000,100.9802107,100.007997,0.972213699,100,100,0,,0,,,,,Price,23-Oct-14,20-Apr-16,,,,Price Traded Methodology,
CLN318,ZAG000103813,14-Nov-22,9.862,JIBAR,252,0.000,101.903565,100.0122226,1.891342466,100,100,0,,0,,,,,Price,08-Mar-13,20-Apr-16,,,,Price Traded Methodology,
CLN319,ZAG000103847,24-Jul-17,9.342,JIBAR,200,0.000,100,100,0,100,100,0,,0,,,,,Price,06-Apr-17,20-Apr-16,,,,Price Traded Methodology,
CLN320,ZAG000103854,30-Apr-18,10.142,JIBAR,280,0.000,99.81590452,100.0104086,-0.19450411,100,100,0,,0,,,,,Price,13-Apr-17,20-Apr-16,,,,Price Traded Methodology,
CLN321,ZAG000103862,30-Apr-18,8.805,,,8.805,102.01021,99.95973,2.05048,8.805,8.805,0,0.7479375,0.71639805,-0.73079912,73.07991212,0.8655844,,Rate,27-May-13,17-Jul-17,,,,Illiquid Methodology,
CLN323,ZAG000104746,24-Jul-17,9.422,JIBAR,208,0.000,100,100,0,100,100,0,,0,,,,,Price,11-Apr-13,20-Apr-16,,,,Price Traded Methodology,
CLN325,ZAG000105198,20-Jun-18,9.687,JIBAR,237,0.000,100.9115449,100.0091942,0.902350685,100,100,0,,0,,,,,Price,07-Mar-17,20-Apr-16,,,,Price Traded Methodology,
CLN326,ZAG000105701,20-Jun-18,9.837,JIBAR,252,0.000,100.9253037,100.0089804,0.916323288,100,100,0,,0,,,,,Price,06-Apr-17,20-Apr-16,,,,Price Traded Methodology,
CLN327,ZAG000105735,20-Jun-23,10.417,JIBAR,310,0.000,100.9782949,100.0079442,0.970350685,100,100,0,,0,,,,,Price,22-Oct-14,20-Apr-16,,,,Price Traded Methodology,
CLN328,ZAG000105909,20-Jun-18,9.917,JIBAR,241.5,0.000,101.0915834,100.167808,0.923775342,100,100,0,,0,,,,,Price,16-May-17,16-May-17,,,,Price Traded Methodology,
CLN332,ZAG000106634,20-Jun-18,10.717,JIBAR,340,0.000,101.0059582,100.0076623,0.99829589,100,100,0,,0,,,,,Price,15-May-17,17-Jul-17,,,,Price Traded Methodology,
CLN337,ZAG000108267,20-Sep-18,3.66744,,,0.000,133.74741,133.156,0.59141,0,0,0,,0,,,,,Price,20-Aug-13,03-Jan-16,,,,Issuer Valuated,
CLN339,ZAG000109265,28-Jul-17,9.532,JIBAR,219,0.000,99.90147042,100.0059307,-0.104460274,100,100,0,,0,,,,,Price,28-Mar-17,20-Apr-16,,,,Price Traded Methodology,
CLN340,ZAG000109273,20-Dec-18,11.887,JIBAR,400,0.000,101.8468433,100.7395611,1.107282192,100,100,0,,0,,,,,Price,15-May-14,13-Mar-17,,,,Price Traded Methodology,
CLN343,ZAG000109752,20-Dec-23,11.117,JIBAR,380,0.000,101.042288,100.0067318,1.035556164,100,100,0,,0,,,,,Price,21-Oct-14,03-Feb-14,,,,Price Traded Methodology,
CLN344,ZAG000109836,20-Dec-18,8.817,JIBAR,150,0.000,100.8316458,100.0103362,0.821309589,100,100,0,,0,,,,,Price,09-Oct-13,03-Feb-14,,,,Price Traded Methodology,
CLN345,ZAG000109950,20-Dec-23,10.137,JIBAR,301.5,0.000,100.0441853,99.09991686,0.944268493,100,100,0,,0,,,,,Price,16-May-17,16-May-17,,,,Price Traded Methodology,
CLN346,ZAG000110008,28-Jul-17,9.452,JIBAR,211,0.000,99.90232688,100.0059104,-0.103583562,100,100,0,,0,,,,,Price,10-Feb-17,20-Apr-16,,,,Price Traded Methodology,
CLN350,ZAG000110354,28-Oct-18,8.942,JIBAR,160,0.000,99.90762449,100.005619,-0.097994521,100,100,0,,0,,,,,Price,28-Apr-17,17-Jul-17,,,,Price Traded Methodology,
CLN358,ZAG000112053,30-Apr-18,9.442,JIBAR,210,0.000,99.82898844,100.0100679,-0.181079452,100,100,0,,0,,,,,Price,28-Jan-14,17-Nov-15,,,,Price Traded Methodology,
CLN359,ZAG000112012,24-Jul-17,9.292,JIBAR,195,0.000,100,100,0,100,100,0,,0,,,,,Price,28-Jan-14,20-Apr-16,,,,Price Traded Methodology,
CLN360,ZAG000112020,20-Mar-19,8.597,JIBAR,128,0.000,100.8115089,100.0106924,0.800816438,100,100,0,,0,,,,,Price,08-Apr-15,20-Apr-16,,,,Price Traded Methodology,
CLN362,ZAG000112194,20-Mar-24,10.55,R2023,207,10.105,105.70334,102.06142,3.64192,10.715,9.895,-0.05,4.8002930,4.569422917,-4.83003236,483.00323582,27.8974623,,Rate,26-Jan-17,17-Jul-17,,,,Illiquid Methodology,
CLN363,ZAG000112202,20-Mar-24,9.272,JIBAR,195.5,,100.8733408,100.0096476,0.863693151,100,100,0,,0,,,,,Price,15-Apr-15,12-Jan-15,,,,Price Traded Methodology,
CLN364,ZAG000112244,06-Aug-23,10.942,JIBAR,360,,102.3171251,100.0088127,2.308312329,100,100,0,,0,,,,,Price,03-Feb-14,20-Apr-16,,,,Price Traded Methodology,
CLN365,ZAG000112319,20-Mar-24,12.98,R2023,421,12.245,107.68412,103.20335,4.48077,12.855,12.035,-0.05,4.4992571,4.239682551,-4.56546472,456.54647184,24.9974838,,Rate,06-Feb-14,17-Jul-17,,,,Illiquid Methodology,
CLN366,ZAG000112376,06-Aug-23,11.342,JIBAR,400,,102.4011245,100.0084287,2.39269589,100,100,0,,0,,,,,Price,26-Aug-14,20-Apr-16,,,,Price Traded Methodology,
CLN367,ZAG000112533,06-Aug-23,12.72,R2023,424,12.275,107.74946,101.89478,5.85468,12.885,12.065,-0.05,4.1662603,3.925342386,-4.22953546,422.95354561,21.4705888,,Rate,24-Mar-17,17-Jul-17,,,,Illiquid Methodology,
CLN369,ZAG000112913,06-Aug-23,11.342,JIBAR,440,,100.6807707,98.28807485,2.39269589,100,100,0,,0,,,,,Price,30-Dec-15,02-Apr-17,,,,Price Traded Methodology,
CLN370,ZAG000113721,26-Jul-22,9.792,JIBAR,245,,99.94922404,100.0028788,-0.053654795,100,100,0,,0,,,,,Price,06-Apr-17,20-Apr-16,,,,Price Traded Methodology,
CLN371,ZAG000114083,20-Mar-24,11.017,JIBAR,800,,83.23196308,82.20572198,1.026241096,100,100,0,,0,,,,,Price,06-Apr-17,16-Feb-16,,,,Price Traded Methodology,
CLN372,ZAG000114505,20-Sep-23,9.147,JIBAR,183,,100.8618406,100.0097913,0.852049315,100,100,0,,0,,,,,Price,11-Apr-16,03-Dec-14,,,,Price Traded Methodology,
CLN373,ZAG000114984,20-Sep-23,9.317,JIBAR,200,,100.8774318,100.0095468,0.867884932,100,100,0,,0,,,,,Price,28-Jun-17,03-Dec-14,,,,Price Traded Methodology,
CLN374,ZAG000115155,20-Jun-19,9.317,JIBAR,200,,100.8775911,100.0097061,0.867884932,100,100,0,,0,,,,,Price,28-Mar-17,29-Dec-14,,,,Price Traded Methodology,
CLN376,ZAG000115247,20-Mar-21,9.88,R208,180,9.440,104.6929,101.28227,3.41063,10.105,9.24,-0.06,3.0620444,2.92403013,-3.06125191,306.12519081,11.0170245,,Rate,20-Jun-17,23-Apr-14,,,,Illiquid Methodology,
CLN378,ZAG000116542,20-Jun-19,10.167,JIBAR,490,,97.50521407,96.55815105,0.947063014,100,100,0,,0,,,,,Price,31-May-17,31-May-17,,,,Price Traded Methodology,
CLN379,ZAG000116922,20-Mar-24,10.55,,,10.980,101.58771,97.94579,3.64192,10.98,10.98,0,4.7555372,4.508045496,-4.57962014,457.96201356,27.3333543,,Rate,22-May-17,21-Jul-15,,,,Illiquid Methodology,
CLN380,ZAG000117425,20-Sep-24,11,,,11.000,103.73442,99.93716,3.79726,11,11,0,4.9524326,4.694248951,-4.86955189,486.95518880,30.0472190,,Rate,02-Jul-14,17-Jul-17,,,,Illiquid Methodology,
CLN382,ZAG000117870,20-Mar-21,10.317,JIBAR,300,,100.9688635,100.0078278,0.961035616,100,100,0,,0,,,,,Price,25-Oct-16,23-Apr-15,,,,Price Traded Methodology,
CLN384,ZAG000118076,20-Sep-24,12.035,R2023,400,12.035,104.0826,99.92805,4.15455,12.645,11.825,-0.05,4.8000688,4.527619283,-4.71246363,471.24636349,28.4934990,,Rate,14-Oct-15,03-Mar-15,,,,Illiquid Methodology,
CLN385,ZAG000118084,20-Sep-24,11.197,JIBAR,388,,101.0494508,100.0064426,1.043008219,100,100,0,,0,,,,,Price,20-Nov-15,20-Apr-16,,,,Price Traded Methodology,
CLN386,ZAG000118167,20-Mar-21,9.317,JIBAR,200,,100.8773041,100.0094192,0.867884932,100,100,0,,0,,,,,Price,25-Jul-14,08-Jan-15,,,,Price Traded Methodology,
CLN387,ZAG000118381,26-Jan-21,10.342,JIBAR,300,,99.94604448,100.002713,-0.056668493,100,100,0,,0,,,,,Price,12-Jul-17,19-Nov-14,,,,Price Traded Methodology,
CLN388,ZAG000118464,20-Sep-19,9.867,JIBAR,255,,100.9279663,100.0088485,0.919117808,100,100,0,,0,,,,,Price,29-Jul-16,29-Dec-14,,,,Price Traded Methodology,
CLN393,ZAG000120841,20-Dec-19,12.917,JIBAR,,,96.4,96.4,0,0,0,0,,0,,,,,Price,08-May-17,30-Nov-14,,,,Issuer Valuated,
CLN394,ZAG000120866,20-Sep-22,9.367,JIBAR,205,,100.8820127,100.0094703,0.872542466,100,100,0,,0,,,,,Price,23-Oct-14,20-Apr-16,,,,Price Traded Methodology,
CLN395,ZAG000124298,02-Mar-18,8.883,JIBAR,155,,101.2806172,100.0150939,1.265523288,100,100,0,,0,,,,,Price,30-Jun-17,21-Apr-16,,,,Price Traded Methodology,
CLN396,ZAG000124595,20-Mar-20,10.067,JIBAR,275,,100.94636,100.0086121,0.937747945,100,100,0,,0,,,,,Price,28-Mar-17,03-Jan-16,,,,Price Traded Methodology,
CLN397,ZAG000124876,20-Jun-20,12.517,JIBAR,500,,101.6557276,100.4897605,1.165967123,100,100,0,,0,,,,,Price,08-May-17,21-Apr-16,,,,Price Traded Methodology,
CLN398,ZAG000125444,14-Nov-22,9.542,JIBAR,220,,101.8425715,100.0125989,1.829972603,100,100,0,,0,,,,,Price,16-Apr-15,21-Apr-16,,,,Price Traded Methodology,
CLN399,ZAG000125451,14-Nov-22,9.492,JIBAR,215,,101.8330402,100.0126566,1.820383562,100,100,0,,0,,,,,Price,07-Jul-17,21-Apr-16,,,,Price Traded Methodology,
CLN400,ZAG000125527,20-Jun-20,9.367,JIBAR,205,,100.8819066,100.0093641,0.872542466,100,100,0,,0,,,,,Price,20-Apr-15,21-Apr-16,,,,Price Traded Methodology,
CLN404,ZAG000126806,21-Feb-18,11.342,JIBAR,400,,101.9686619,100.0110016,1.957660274,100,100,0,,0,,,,,Price,29-May-15,21-Apr-16,,,,Price Traded Methodology,
CLN406,ZAG000127135,20-Jun-20,12.917,,,,98.25,98.25,0,4,4,0,,0,,,,,Price,23-Jul-15,11-Jun-15,,,,Issuer Valuated,
CLN407,ZAG000127242,20-Jun-20,9.417,JIBAR,210,,100.8864882,100.0092882,0.8772,100,100,0,,0,,,,,Price,10-Apr-17,21-Apr-16,,,,Price Traded Methodology,
CLN409,ZAG000127895,18-Jul-20,10.842,JIBAR,350,,100.176457,99.9982323,0.178224658,100,100,0,,0,,,,,Price,10-Jul-15,21-Apr-16,,,,Price Traded Methodology,
CLN410,ZAG000127911,20-Sep-20,10.317,JIBAR,300,,100.9689279,100.0078922,0.961035616,100,100,0,,0,,,,,Price,09-Jul-15,21-Apr-16,,,,Price Traded Methodology,
CLN411,ZAG000128539,20-Sep-20,10.367,JIBAR,305,,100.973503,100.0078099,0.965693151,100,100,0,,0,,,,,Price,08-Dec-15,21-Apr-16,,,,Price Traded Methodology,
CLN412,ZAG000128547,18-Jul-20,10.892,JIBAR,355,,100.1772495,99.99820297,0.179046575,100,100,0,,0,,,,,Price,30-May-17,21-Apr-16,,,,Price Traded Methodology,
CLN413,ZAG000128943,20-Sep-20,10.217,JIBAR,290,,100.9597764,100.0080558,0.951720548,100,100,0,,0,,,,,Price,07-Apr-17,21-Apr-16,,,,Price Traded Methodology,
CLN414,ZAG000129453,20-Sep-20,12.117,JIBAR,480,,101.1334035,100.0046966,1.128706849,100,100,0,,0,,,,,Price,07-Jun-17,21-Apr-16,,,,Price Traded Methodology,
CLN415,ZAG000129487,20-Sep-20,10.717,JIBAR,340,,101.0055191,100.0072232,0.99829589,100,100,0,,0,,,,,Price,30-May-17,21-Apr-16,,,,Price Traded Methodology,
CLN416,ZAG000129495,18-Jul-20,11.542,JIBAR,420,,100.1875425,99.99781097,0.189731507,100,100,0,,0,,,,,Price,05-Jun-17,21-Apr-16,,,,Price Traded Methodology,
CLN417,ZAG000129826,20-Sep-20,4,,,4.000,115.66632,115.66632,0,4,4,0,,0,,,,,Rate,18-Sep-15,08-Jun-17,,,,Issuer Valuated,
CLN418,ZAG000129875,23-Sep-20,10.725,JIBAR,340,,100.9163303,100.0054399,0.910890411,100,100,0,,0,,,,,Price,20-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN419,ZAG000129974,20-Dec-20,11.217,JIBAR,390,,101.0512685,100.0063973,1.044871233,100,100,0,,0,,,,,Price,05-Jun-17,21-Apr-16,,,,Price Traded Methodology,
CLN42,ZAG000028606,18-Apr-28,0,,,7.010,48.32275,48.32275,0,7.01,7.01,0,,0,,,,,Price,16-Feb-06,05-Jan-11,,,,Price Traded Methodology,
CLN420,ZAG000129982,20-Dec-20,11.317,JIBAR,400,,101.0604065,100.0062202,1.054186301,100,100,0,,0,,,,,Price,30-Sep-15,21-Apr-16,,,,Price Traded Methodology,
CLN421,ZAG000129990,26-Jan-21,12.782,JIBAR,544,,99.93262148,100.0026598,-0.070038356,100,100,0,,0,,,,,Price,13-Apr-17,21-Apr-16,,,,Price Traded Methodology,
CLN422,ZAG000130006,20-Dec-20,14.967,JIBAR,765,,110.5473,107.87464,2.67266,100,100,0,,0,,,,,Price,10-Nov-16,20-Feb-17,,,,Issuer Valuated,
CLN423,ZAG000130014,20-Dec-20,13.817,JIBAR,650,,106.51,104.04214,2.46786,100,100,0,,0,,,,,Price,10-Nov-16,20-Feb-17,,,,Issuer Valuated,
CLN424,ZAG000130022,20-Dec-20,14.967,JIBAR,765,,107.5611,104.88844,2.67266,100,100,0,,0,,,,,Price,10-Nov-16,20-Feb-17,,,,Issuer Valuated,
CLN425,ZAG000130055,20-Dec-20,10.817,JIBAR,250,,103.9003602,102.8927492,1.007610959,100,100,0,,0,,,,,Price,06-Apr-17,14-Jan-16,,,,Price Traded Methodology,
CLN426,ZAG000130089,20-Dec-20,13.467,JIBAR,615,,107.3325,104.92697,2.40553,100,100,0,,0,,,,,Price,06-Apr-17,20-Feb-17,,,,Issuer Valuated,
CLN427,ZAG000130477,20-Dec-18,10.617,JIBAR,180,,102.9620085,101.9730277,0.988980822,100,100,0,,0,,,,,Price,09-Jun-17,18-May-17,,,,Price Traded Methodology,
CLN428,ZAG000130691,15-Nov-20,9.862,JIBAR,252,,101.9035342,100.0121918,1.891342466,100,100,0,,0,,,,,Price,19-Oct-15,17-Jul-17,,,,Price Traded Methodology,
CLN429,ZAG000130832,20-Dec-20,13.317,JIBAR,600,,101.2428611,100.0023734,1.240487671,100,100,0,,0,,,,,Price,28-Jun-17,21-Apr-16,,,,Price Traded Methodology,
CLN430,ZAG000131020,20-Dec-20,0,,,,118.72054,118.72054,0,0,0,0,,0,,,,,Price,02-Nov-15,08-Jun-17,,,,Commercial Paper Methodology,
CLN431,ZAG000131269,20-Dec-20,15.317,JIBAR,800,,116.14307,113.53426,2.60881,0,0,0,,0,,,,,Price,09-Nov-15,25-Apr-16,,,,Issuer Valuated,
CLN432,ZAG000131277,20-Dec-20,16.017,JIBAR,800,,115.25712,112.52945,2.72766,100,100,0,,0,,,,,Price,09-Nov-15,15-Feb-17,,,,Issuer Valuated,
CLN433,ZAG000131285,20-Dec-20,16.617,JIBAR,800,,121.52148,118.6919,2.82958,100,100,0,,0,,,,,Price,09-Nov-15,15-Feb-17,,,,Issuer Valuated,
CLN434,ZAG000131426,20-Dec-20,0,,,,119.54812,119.54812,0,0,0,0,,0,,,,,Price,12-Nov-15,08-Jun-17,,,,Commercial Paper Methodology,
CLN436,ZAG000132002,20-Dec-20,10.267,JIBAR,295,,100.9643846,100.0080066,0.956378082,100,100,0,,0,,,,,Price,01-Mar-17,21-Apr-16,,,,Price Traded Methodology,
CLN437,ZAG000132168,20-Dec-20,9.817,JIBAR,250,,100.9231827,100.0087225,0.914460274,100,100,0,,0,,,,,Price,06-Apr-17,05-Jan-17,,,,Price Traded Methodology,
CLN439,ZAG000132879,03-Feb-21,9.842,JIBAR,250,,99.74403515,100.013679,-0.269643836,100,100,0,,0,,,,,Price,12-Dec-16,17-Jul-17,,,,Price Traded Methodology,
CLN440,ZAG000133570,20-Mar-21,0,,,,120.69164,120.69164,0,0,0,0,,0,,,,,Price,16-Feb-16,08-Jun-17,,,,Issuer Valuated,
CLN441,ZAG000134099,20-Mar-21,18.317,JIBAR,1100,,101.6961184,99.98987729,1.706241096,100,100,0,,0,,,,,Price,29-Feb-16,21-Apr-16,,,,Price Traded Methodology,
CLN444,ZAG000136706,23-May-21,10.142,JIBAR,280,,101.7357629,100.0130122,1.722750685,100,100,0,,0,,,,,Price,20-Apr-17,17-Jul-17,,,,Price Traded Methodology,
CLN445,ZAG000136847,24-May-21,11.345,R208,240,10.040,105.91989,104.02388,1.89601,10.775,9.84,-0.07,3.1740051,3.022286365,-3.20120245,320.12024529,11.7173242,,Rate,22-Jun-16,12-Mar-17,,,,Illiquid Methodology,
CLN452,ZAG000137746,31-Jan-22,2.75,R212,190,4.500,135.70788,135.78495,-0.07707,4.51,3.9,0.12,4.2718432,4.177841794,-5.66966065,566.96606475,20.1195508,,Rate,29-Jun-16,12-Jul-17,1.461384213,70.05289411,102.3741935,Inflation Linked Methodology,
CLN453,ZAG000138652,31-Jan-25,2,I2025,380,6.390,97.68437,97.73496,-0.05059,6.4,5.86,0.08,6.9173850,6.703217252,-6.54799572,654.79957250,50.6722550,,Rate,11-Aug-16,16-Jul-17,1.318778082,77.62806717,102.3741935,Inflation Linked Methodology,
CLN454,ZAG000138660,31-Jan-25,2,I2025,344,6.030,100.07404,100.12463,-0.05059,6.04,5.5,0.09,6.9265772,6.723853002,-6.72883150,672.88315049,50.9354105,,Rate,25-Apr-17,16-Jul-17,1.318778082,77.62806717,102.3741935,Inflation Linked Methodology,
CLN455,ZAG000140252,24-May-21,10.042,JIBAR,270,,101.6916887,100.0134366,1.678252055,100,100,0,,0,,,,,Price,20-Apr-17,17-Jul-17,,,,Price Traded Methodology,
CLN456,ZAG000140260,20-Dec-21,11.537,JIBAR,422,,101.0806779,100.0059984,1.074679452,100,100,0,,0,,,,,Price,23-May-17,17-Jul-17,,,,Price Traded Methodology,
CLN457,ZAG000140716,17-Nov-21,9.592,JIBAR,225,,101.7999784,100.0129757,1.78700274,100,100,0,,0,,,,,Price,28-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN458,ZAG000141078,29-Nov-21,9.683,JIBAR,235,,101.4993557,100.0137448,1.485610959,100,100,0,,0,,,,,Price,25-Apr-17,17-Jul-17,,,,Price Traded Methodology,
CLN460,ZAG000141631,29-Nov-21,9.583,JIBAR,225,,101.48417,100.0139015,1.470268493,100,100,0,,0,,,,,Price,06-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN461,ZAG000142209,15-Feb-22,10.542,JIBAR,320,,102.0330687,100.0113153,2.021753425,100,100,0,,0,,,,,Price,03-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN462,ZAG000142233,16-Feb-22,11.05,R208,297,10.610,106.36674,101.58345,4.78329,11.02,10.41,-0.02,3.5454951,3.366882012,-3.58124252,358.12425212,15.0191372,,Rate,24-Feb-17,17-Jul-17,,,,Illiquid Methodology,
CLN463,ZAG000142357,23-Feb-18,9.067,JIBAR,172.5,,101.5547281,100.0145802,1.540147945,100,100,0,,0,,,,,Price,11-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN464,ZAG000142670,13-Mar-22,10.046,R2023,182,9.855,104.30411,100.64351,3.6606,10.23,9.645,-0.02,3.6928850,3.519463445,-3.67094501,367.09450137,16.0692559,,Rate,12-Jun-17,17-Jul-17,,,,Illiquid Methodology,
CLN465,ZAG000142761,14-Mar-20,9.017,JIBAR,170,,100.9998464,100.0116821,0.988164384,100,100,0,,0,,,,,Price,06-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN466,ZAG000143009,21-Feb-24,9.792,JIBAR,245,,101.7033197,100.0131936,1.690126027,100,100,0,,0,,,,,Price,23-Mar-17,17-Jul-17,,,,Price Traded Methodology,
CLN467,ZAG000143082,27-Mar-20,8.875,JIBAR,155,,100.6653361,100.0088292,0.656506849,100,100,0,,0,,,,,Price,06-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN468,ZAG000143108,28-Mar-20,9.175,JIBAR,185,,100.6614173,100.0078556,0.653561644,100,100,0,,0,,,,,Price,06-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN469,ZAG000143421,28-Mar-22,9.575,JIBAR,225,,100.6895732,100.0075184,0.682054795,100,100,0,,0,,,,,Price,18-Apr-17,17-Jul-17,,,,Price Traded Methodology,
CLN470,ZAG000143652,07-May-18,8.642,JIBAR,130,,101.9048015,100.0106646,1.894136986,100,100,0,,0,,,,,Price,04-May-17,17-Jul-17,,,,Price Traded Methodology,
CLN471,ZAG000143967,17-May-19,8.842,JIBAR,150,,101.7818138,100.0134138,1.7684,100,100,0,,0,,,,,Price,06-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN472,ZAG000144031,19-Nov-22,10.422,JIBAR,308,,101.9530015,100.0113687,1.941632877,100,100,0,,0,,,,,Price,03-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN473,ZAG000144346,05-Oct-22,9.892,JIBAR,255,,100.5217249,100.0067989,0.514926027,100,100,0,,0,,,,,Price,28-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN474,ZAG000144353,05-Oct-22,9.96,R2023,202,10.055,101.68254,100.23629,1.44625,10.34,9.845,0.01,4.1517300,3.95299,,401.95008000,20.0911400,,Price,31-May-17,17-Jul-17,,,,Illiquid Methodology,
CLN475,ZAG000144551,23-Jun-21,12.675,JIBAR,535,,101.5712984,100.0086272,1.562671233,100,100,0,,0,,,,,Price,08-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN476,ZAG000144569,20-Sep-20,10.367,JIBAR,305,,100.973503,100.0078099,0.965693151,100,100,0,,0,,,,,Price,08-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN477,ZAG000144759,29-Nov-21,9.38,R2023,163,9.665,99.94163,99.09358,0.84805,9.95,9.65,0,3.6656600,3.49668,,349.46400000,15.3534000,,Rate,21-Jun-17,17-Jul-17,,,,Illiquid Methodology,
CLN478,ZAG000144783,05-Oct-22,9.8,R2023,187.5,9.910,99.04358,98.37542,0.66816,10.195,9.8,0.01,4.2743300,4.07254,,403.35854000,21.0546700,,Rate,28-Jun-17,28-Jun-17,,,,Illiquid Methodology,
CLN479,ZAG000144817,05-Oct-22,9.725,JIBAR,240,,100.6928552,100.0001155,0.692739726,100,100,0,,0,,,,,Price,27-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN480,ZAG000144965,01-Jul-22,13.933,JIBAR,660,,78.5366686,77.47571834,1.060950269,100,100,0,,0,,,,,Price,29-Jun-17,03-Jul-17,,,,Price Traded Methodology,
CLN481,ZAG000144973,07-Jun-22,12.633,JIBAR,530,,100.8853353,100.0200614,0.865273973,100,100,0,,0,,,,,Price,28-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN482,ZAG000144999,20-May-20,9.742,JIBAR,240,,100.6616761,100.0211063,0.640569863,100,100,0,,0,,,,,Price,06-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN483,ZAG000145004,20-May-21,9.842,JIBAR,250,,100.6682446,100.0210994,0.647145205,100,100,0,,0,,,,,Price,30-Jun-17,17-Jul-17,,,,Price Traded Methodology,
CLN484,ZAG000145152,02-Dec-21,9.542,JIBAR,220,,100.4949033,100.0243389,0.470564384,100,100,0,,0,,,,,Price,05-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN485,ZAG000145186,02-Dec-21,9.66,R208,190,9.540,100.99781,100.52143,0.47638,9.8,9.515,-0.02,3.6953900,3.52714,,356.23353000,15.6001600,,Rate,05-Jul-17,17-Jul-17,,,,Illiquid Methodology,
CLN486,ZAG000145426,20-Jun-22,9.742,JIBAR,240,,100.1579464,100.0244943,0.133452055,100,100,0,,0,,,,,Price,17-Jul-17,17-Jul-17,,,,Price Traded Methodology,
CLN55,ZAG000029968,18-Apr-28,7.2277,,,,209.661089,209.661089,0,0,0,0,,0,,,,,Price,24-Apr-06,16-Jul-15,,,,Issuer Valuated,
CLN61,ZAG000030990,02-Mar-28,12.865,,,,100,100,0,0,0,0,,0,,,,,Price,09-Jun-06,31-Aug-14,,,,Illiquid Methodology,
CLN81,ZAG000035031,18-Apr-28,8.12,R186,40.5,9.050,95.82694,93.66902,2.15792,9.43,8.71,-0.03,7.0803708,6.773853904,-6.49117670,649.11767033,62.6374847,,Rate,15-Nov-06,31-Aug-14,,,,Illiquid Methodology,
CLN88,ZAG000039835,28-Apr-28,7.29,R186,2,8.665,180.2434128,180.2434128,0,9.045,8.325,-0.03,,0,,,,,Price,09-Jun-11,17-Jul-17,,,,Price Traded Methodology,
CLN89,ZAG000039843,02-Mar-28,7.305,R186,2,8.665,180.7594285,180.7594285,0,9.045,8.325,-0.03,,0,,,,,Price,15-May-07,31-Aug-14,,,,Price Traded Methodology,
CLNF10,ZAG000097528,24-Jul-17,9.342,JIBAR,200,,100,100,0,100,100,0,,0,,,,,Price,24-Feb-16,21-Feb-16,,,,Price Traded Methodology,
CLNF11,ZAG000102989,20-Mar-18,8.727,JIBAR,141,,100.8234649,100.0105389,0.812926027,100,100,0,,0,,,,,Price,29-Apr-14,21-Feb-16,,,,Price Traded Methodology,
CLNF12,ZAG000114968,20-Jun-19,9.117,JIBAR,180,,100.8592309,100.0099761,0.849254795,100,100,0,,0,,,,,Price,16-Apr-14,29-Dec-14,,,,Price Traded Methodology,
CLNF13,ZAG000115056,20-Jun-19,9.067,JIBAR,150,,101.2902732,100.445676,0.84459726,100,100,0,,0,,,,,Price,28-Mar-17,27-Mar-17,,,,Price Traded Methodology,
CLNF14,ZAG000117755,20-Sep-19,9.117,JIBAR,180,,100.859172,100.0099172,0.849254795,100,100,0,,0,,,,,Price,17-Jul-14,21-Jul-14,,,,Price Traded Methodology,
CLNF15,ZAG000125667,20-Jun-20,9.467,JIBAR,215,,100.8910695,100.009212,0.881857534,100,100,0,,0,,,,,Price,23-Apr-15,21-Apr-16,,,,Price Traded Methodology,
COH001,ZAG000110974,26-Nov-18,10.083,JIBAR,250,,101.9542429,100.3243881,1.629854795,100,100,0,,0,,,,,Price,19-Apr-17,15-Jan-17,,,,Price Traded Methodology,
